name,iata_code
Kalamata Airport,KLX
Kos Airport,KGS
Karpathos Airport,AOK
Ioannis Kapodistrias International Airport,CFU
Kasos Airport,KSJ
Kavala Alexander the Great International Airport,KVA
Kalymnos Airport,JKL
Kozani State Airport Filippos,KZI
Leros Airport,LRS
Limnos Airport,LXS
Larissa Air Base,LRA
Mikonos Airport,JMK
Milos Airport,MLO
Mytilene International Airport,MJT
Linga Linga Airport,LGN
Naxos Apollon Airport,JNX
Bicol International Airport,DRP
Paros National Airport,PAS
Astypalaia Airport,JTY
Aktion National Airport,PVK
Diagoras Airport,RHO
Patras Araxos Agamemnon Airport,GPA
Chania International Airport,CHQ
Skiathos Island National Airport,JSI
Samos Airport,SMI
Syros Airport,JSY
Sparti Airport,SPJ
Santorini Airport,JTR
Sitia Airport,JSH
Skiros Airport,SKU
Thessaloniki Macedonia International Airport,SKG
"Zakynthos International Airport ""Dionysios Solomos""",ZTH
Budapest Liszt Ferenc International Airport,BUD
Debrecen International Airport,DEB
Pécs-Pogány Airport,PEV
Hévíz–Balaton Airport,SOB
L'Aquila–Preturo Airport,QAQ
Crotone Airport,CRV
Bari Karol Wojtyła Airport,BRI
"Foggia ""Gino Lisa"" Airport",FOG
"Taranto-Grottaglie ""Marcello Arlotta"" Airport",TAR
Lecce Galatina Air Base,LCC
Abruzzo Airport,PSR
Brindisi Airport,BDS
Lamezia Terme Airport,SUF
Comiso Airport,CIY
Catania-Fontanarossa Airport,CTA
Lampedusa Airport,LMP
Pantelleria Airport,PNL
Falcone–Borsellino Airport,PMO
Reggio Calabria Airport,REG
Vincenzo Florio Airport Trapani-Birgi,TPS
Sigonella Navy Air Base,NSY
Belluno Airport,BLX
Ravenna Airport,RAN
Alghero-Fertilia Airport,AHO
Decimomannu Air Base,DCI
Cagliari Elmas Airport,CAG
Olbia Costa Smeralda Airport,OLB
Oristano-Fenosu Airport,FNU
Tortolì Airport,TTB
Malpensa International Airport,MXP
Milan Bergamo Airport,BGY
Turin Airport,TRN
Villanova D'Albenga International Airport,ALL
Genoa Cristoforo Colombo Airport,GOA
Milano Linate Airport,LIN
Parma Airport,PMF
Aosta Airport,AOT
Cuneo International Airport,CUF
Aviano Air Base,AVB
Bolzano Airport,BZO
Udine-Campoformido Air Base,UDN
Bologna Guglielmo Marconi Airport,BLQ
Treviso-Sant'Angelo Airport,TSF
Forlì Airport,FRL
Brescia Airport,VBS
Trieste–Friuli Venezia Giulia Airport,TRS
Federico Fellini International Airport,RMI
Verona-Villafranca Valerio Catullo Airport,VRN
Marche Airport,AOI
Venice Marco Polo Airport,VCE
Lucca-Tassignano Airport,LCV
Siena-Ampugnano Airport,SAY
Ciampino–G. B. Pastine International Airport,CIA
Rome–Fiumicino Leonardo da Vinci International Airport,FCO
Salerno Costa d'Amalfi Airport,QSR
Marina Di Campo Airport,EBA
Naples International Airport,NAP
Pisa International Airport,PSA
Peretola Airport,FLR
Grosseto Air Base,GRS
Perugia San Francesco d'Assisi – Umbria International Airport,PEG
Ljubljana Jože Pučnik Airport,LJU
Maribor Airport,MBX
Portorož Airport,POW
Lekana Airport,LKC
Kunovice Airport,UHE
Karlovy Vary International Airport,KLV
Ostrava Leos Janáček Airport,OSR
Olomouc Airport,OLO
Pardubice Airport,PED
Přerov Air Base,PRV
Václav Havel Airport Prague,PRG
Brno-Tuřany Airport,BRQ
Vodochody Airport,VOD
Zabreh Ostrava Airfield,ZBE
Ben Gurion International Airport,TLV
Beersheba (Teyman) Airport,BEV
Ramon International Airport,ETM
Ein Yahav Airfield,EIY
La Lima - Reginaldo Hammer Airport,LLH
Haifa International Airport,HFA
Rosh Pina Airport,RPN
Kiryat Shmona Airport,KSW
Lissadell Airport,LLL
Bar Yehuda Airfield,MTZ
Nevatim Air Base,VTM
Ovda Airport,VDA
Ramon Air Base,MIP
Yotvata Airfield,YOT
Malta International Airport,MLA
Madivaru Airport,LMV
Palma Airport,LMZ
Lengbati Airport,LNC
Munbil Airport,LNF
Langimar Airport,LNM
Hohenems-Dornbirn Airfield,HOH
Francisco Primo de Verdad y Ramos Airport,LOM
Lowe AHP (Fort Rucker) Heliport,LOR
Graz Airport,GRZ
Innsbruck Airport,INN
Klagenfurt Airport,KLU
Linz-Hörsching Airport / Vogler Air Base,LNZ
Salzburg Airport,SZG
Vienna International Airport,VIE
Alverca Air Base,AVR
Santa Maria Airport,SMA
Bragança Airport,BGC
Beja Airport / Airbase,BYJ
Braga Municipal Aerodrome,BGZ
Aerodromo de Chaves,CHV
Aerodromo Municipal de Coimbra,CBP
Corvo Airport,CVU
Cascais Airport,CAT
Flores Airport,FLW
Faro Airport,FAO
Graciosa Airport,GRW
Horta Airport,HOR
Lajes Airport,TER
Madeira International Airport Cristiano Ronaldo,FNC
Monte Real Air Base,QLR
João Paulo II Airport,PDL
Pico Airport,PIX
Portimão Airport,PRM
Francisco de Sá Carneiro Airport,OPO
Porto Santo Airport,PXO
Humberto Delgado Airport (Lisbon Portela Airport),LIS
São Jorge Airport,SJZ
Vila Real Airport,VRL
Aerodromo Goncalves Lobato (Viseu Airport),VSE
Banja Luka International Airport,BNX
Mostar International Airport,OMO
Sarajevo International Airport,SJJ
Tuzla International Airport,TZL
Arad International Airport,ARW
Bacău Airport,BCM
Maramureș International Airport,BAY
Băneasa International Airport,BBU
Mihail Kogălniceanu International Airport,CND
Cluj-Napoca International Airport,CLJ
Caransebeş Airport,CSB
Craiova Airport,CRA
Iaşi Airport,IAS
Oradea International Airport,OMR
Henri Coandă International Airport,OTP
Brașov-Ghimbav International Airport (U.C.),GHV
Sibiu International Airport,SBZ
Satu Mare Airport,SUJ
Suceava Stefan cel Mare Airport,SCV
Tulcea Danube Delta Airport,TCE
Transilvania Târgu Mureş International Airport,TGM
Timişoara Traian Vuia Airport,TSR
Geneva Cointrin International Airport,GVA
Sion Airport,SIR
Emmen Air Base,EML
Lugano Airport,LUG
Bern-Belp Airport,BRN
Buochs Airport,BXO
Zürich Airport,ZRH
St Gallen Altenrhein Airport,ACH
Samedan Airport,SMV
Gökçeada Airport,GKD
Esenboğa International Airport,ESB
Etimesgut Air Base,ANK
Adana Şakirpaşa Airport,ADA
İncirlik Air Base,UAB
Afyon Air Base,AFY
Antalya International Airport,AYT
Gaziantep International Airport,GZT
Kastamonu Airport,KFS
Konya Airport,KYA
Amasya Merzifon Airport,MZH
Sivas Nuri Demirağ Airport,VAS
Zonguldak Çaycuma Airport,ONQ
Malatya Erhaç Airport,MLX
Kayseri Erkilet Airport,ASR
Tokat Airport,TJK
Çardak Airport,DNZ
Nevşehir Kapadokya Airport,NAV
İstanbul Atatürk Airport,ISL
Çıldır Airport,CII
Balıkesir Merkez Airport,BZI
Bandırma Airport,BDM
Çanakkale Airport,CKZ
Eskişehir Air Base,ESK
Adnan Menderes International Airport,ADB
Çiğli Airport,IGL
Uşak Airport,USQ
Cengiz Topel Airport,KCO
Bursa Yenişehir Airport,YEI
Dalaman International Airport,DLM
Tekirdağ Çorlu Airport,TEQ
Bodrum-Imsık Airport,BXN
Anadolu Airport,AOE
Zafer Airport,KZR
Elazığ Airport,EZS
Ordu–Giresun Airport,OGU
Diyarbakır Airport,DIY
Erzincan Airport,ERC
Erzurum International Airport,ERZ
Kars Airport,KSY
Trabzon International Airport,TZX
Van Ferit Melen Airport,VAN
Batman Airport,BAL
Muş Airport,MSR
Siirt Airport,SXZ
Sinop Airport,NOP
Kahramanmaraş Airport,KCM
Ağrı Airport,AJI
Adıyaman Airport,ADF
Mardin Airport,MQM
Şanlıurfa GAP Airport,GNY
Iğdır Airport,IGD
Şırnak Şerafettin Elçi Airport,NKT
Hakkari Yüksekova Airport,YKO
Hatay Airport,HTY
Leitre Airport,LTF
Süleyman Demirel International Airport,ISE
Balıkesir Koca Seyit Airport,EDO
Milas Bodrum International Airport,BJV
Gazipaşa-Alanya Airport,GZP
Samsun-Çarşamba Airport,SZF
Istanbul Sabiha Gökçen International Airport,SAW
İstanbul Airport,IST
Bălți International Airport,BZY
Chişinău International Airport,KIV
Lebak Rural Airport,LWA
Ohrid St. Paul the Apostle Airport,OHD
Skopje International Airport,SKP
Gibraltar Airport,GIB
Brak Airport,BCQ
Martuba Air Base,DNF
Misrata International Airport,MRA
Ubari Airport,QUB
Ponikve Airport,UZC
Belgrade Nikola Tesla Airport,BEG
Berane Airport,IVG
Batajnica Air Base,BJY
Morava Airport,KVO
Nis Airport,INI
Podgorica Airport / Podgorica Golubovci Airbase,TGD
Tivat Airport,TIV
Langzhong Gucheng Airport,LZG
M. R. Štefánik Airport,BTS
Košice Airport,KSC
Lučenec Airport,LUE
Piešťany Airport,PZY
Prešov Air Base,POV
Sliač Airport,SLD
Poprad-Tatry Airport,TAT
Žilina Airport,ILZ
Drummond Airport,DRU
Guelmim Airport,GLN
Ware Airport,UWA
Mamai Airport,MAP
JAGS McCartney International Airport,GDT
Middle Caicos Airport,MDS
North Caicos Airport,NCA
Pine Cay Airport,PIC
Providenciales International Airport,PLS
South Caicos Airport,XSC
Salt Cay Airport,SLX
Maria Montez International Airport,BRX
Cabo Rojo Airport,CBJ
Samaná El Catey International Airport,AZS
Constanza - Expedición 14 de Junio National Airport,COZ
La Isabela International Airport,JBQ
Casa De Campo International Airport,LRM
Punta Cana International Airport,PUJ
Gregorio Luperon International Airport,POP
Las Américas International Airport,SDQ
Cibao International Airport,STI
Médouneu Airport,MDV
Loring International Airport,LIZ
Melfi Airport,MEF
Ambohibary Airport,OHB
Ankokoambo Airport,NKO
Doany Airport,DOA
Coban Airport,CBV
Carmelita Airport,CMM
Coatepeque Airport,CTF
La Aurora Airport,GUA
Huehuetenango Airport,HUG
Manga Airport,MGP
Puerto Barrios Airport,PBR
Poptún Airport,PON
Quiché Airport,AQB
Quezaltenango Airport,AAZ
Rubelsanto Airport,RUV
Las Vegas Airport,LCF
Retalhuleu Airport,RER
San José Airport,GSJ
Mundo Maya International Airport,FRS
Ailuk Airport,AIM
Aur Island Airport,AUL
Enyu Airfield,BII
Ebadon Airport,EBN
Jabot Airport,JAT
Jeh Airport,JEJ
Likiep Airport,LIK
Lae Island Airport,LML
Maloelap Island Airport,MAV
Mejit Atoll Airport,MJB
Majkin Airport,MJE
Namorik Atoll Airport,NDK
Rongelap Island Airport,RNP
Tinak Airport,TIC
Jaluit Airport,UIT
Woja Airport,WJA
Wotje Airport,WTE
Wotho Island Airport,WTO
Ahuas Airport,AHS
Brus Laguna Airport,BHG
Catacamas Airport,CAA
Carta Airport,LUI
Coyoles Airport,CYL
Cauquira Airport,CDD
El Arrayán Airport,OAN
Celaque Airport,GAC
Iriona Airport,IRN
Jicalapa Airport,GUO
Jutigalpa airport,JUT
Goloson International Airport,LCE
La Esperanza Airport,LEZ
Ramón Villeda Morales International Airport,SAP
Hooker County Airport,MHN
La Laguna Airport,GJA
Palacios Airport,PCH
Puerto Lempira Airport,PEU
Juan Manuel Gálvez International Airport,RTB
Copán Ruinas Airport,RUY
Palmerola International Airport / José Enrique Soto Cano Air Base,XPL
Tela Airport,TEA
Toncontín International Airport,TGU
Trujillo Airport,TJI
Tocoa Airport,TCF
Sulaco Airport,SCD
Utila Airport,UII
Morehead Airport,MHY
Yoro Airport,ORO
Mainoru Airstrip,MIZ
Moki Airport,MJJ
Maganja da Costa Airport,MJS
Ian Fleming International Airport,OCJ
Norman Manley International Airport,KIN
Sangster International Airport,MBJ
Ken Jones Airport,POT
Malekolon Airport,MKN
Negril Airport,NEG
Tinson Pen Airport,KTP
Mili Island Airport,MIJ
Malalaua Airport,MLQ
Hinthada Airport,HEB
Heho Airport,HEH
Cupul Airport,TZM
Aeropuerto Internacional Juan N. Álvarez,ACA
Del Norte International Airport,NTR
Governor Jesús Terán Peredo International Airport,AGU
Bahías de Huatulco International Airport,HUX
Cananea National Airport,CNA
Cuernavaca - General Mariano Matamoros Airport,CVJ
Ciudad Acuña New International Airport,ACN
Ciudad del Carmen International Airport,CME
Nuevo Casas Grandes Municipal Airport,NCG
Bachigualato Federal International Airport,CUL
Chetumal International Airport,CTM
Ciudad Obregón International Airport,CEN
San Antonio Copalar Airport,CJT
Ingeniero Alberto Acuña Ongay International Airport,CPE
Abraham González International Airport,CJS
Chichen Itza International Airport,CZA
General Roberto Fierro Villalobos International Airport,CUU
General Pedro Jose Mendez International Airport,CVM
Captain Rogelio Castillo National Airport,CYW
Aeropuerto Internacional de Cozumel,CZM
Ciudad Constitución National Airport,CUA
Ciudad Mante National Airport,MMC
"Aeropuerto Internacional Gral, Guadalupe Victoria",DGO
Amado Nervo National Airport,TPQ
Ensenada International Airport / El Cipres Air Base,ESE
Aeropuerto Internacional Miguel Hidalgo,GDL
General José María Yáñez International Airport,GYM
Guerrero Negro Airport,GUB
Tehuacan Airport,TCN
General Ignacio P. Garcia International Airport,HMO
Licenciado Miguel de la Madrid Airport,CLQ
Isla Mujeres Airport,ISJ
Plan De Guadalupe International Airport,SLW
Ixtepec Airport,IZT
El Lencero Airport,JAL
Aeropuerto Nacional Jorge Jiménez Cantú,AZP
Lázaro Cárdenas Airport,LZC
Valle del Fuerte International Airport,LMM
Aeropuerto Internacional Del Bajío,BJX
Manuel Márquez de León International Airport,LAP
Loreto International Airport,LTO
General Servando Canales International Airport,MAM
Aeropuerto Internacional Manuel Crescencio Rejón,MID
Mulege Airport,MUG
General Rodolfo Sánchez Taboada International Airport,MXL
General Francisco J. Mujica International Airport,MLM
Minatitlán/Coatzacoalcos International Airport,MTT
Monclova International Airport,LOV
Aeropuerto Internacional Lic. Benito Juárez,MEX
Aeropuerto Internacional Gral. Mariano Escobedo,MTY
Aeropuerto Internacional Gral. Rafael Buelna,MZT
Nogales International Airport,NOG
Quetzalcóatl International Airport,NLD
Xoxocotlán International Airport,OAX
El Tajín National Airport,PAZ
Hermanos Serdán International Airport,PBC
Piedras Negras International Airport,PDS
Punta Colorada Airport,PCO
Uruapan - Licenciado y General Ignacio Lopez Rayon International Airport,UPN
Palenque International Airport,PQM
Aeropuerto Internacional Lic. Gustavo Díaz Ordaz,PVR
Puerto Escondido International Airport,PXM
Querétaro Intercontinental Airport,QRO
General Lucio Blanco International Airport,REX
Aeropuerto Internacional de Los Cabos,SJD
San Felipe International Airport,SFH
Cabo San Lucas International Airport,CSL
General Felipe Ángeles International Airport,NLU
Ponciano Arriaga International Airport,SLP
Francisco Sarabia Tinoco International Airport,TRC
Angel Albino Corzo International Airport,TGZ
Aeropuerto Internacional Gral. Abelardo Rodriguez,TIJ
General Francisco Javier Mina International Airport,TAM
Tamuin Airport,TSL
Aeropuerto Internacional Adolfo López Mateos,TLC
Tapachula International Airport,TAP
Aeropuerto Internacional de Cancún,CUN
Mal Airport,MMV
Carlos Rovirosa Pérez International Airport,VSA
General Heriberto Jara International Airport,VER
General Leobardo C. Ruiz International Airport,ZCL
Ixtapa Zihuatanejo International Airport,ZIH
Zamora Airport,ZMM
Playa De Oro International Airport,ZLO
Mandalgobi Airport,MXW
Bluefields Airport,BEF
San Pedro Airport,BZA
Costa Esmeralda Airport,ECI
Corn Island Airport,RNI
Augusto C. Sandino (Managua) International Airport,MGA
Puerto Cabezas Airport,PUZ
Rosita Airport,RFS
San Carlos Airport,NCR
Siuna,SIU
Waspam Airport,WSP
Maleo Airport,MOH
Moses Point Airport,MOS
Bocas del Toro International Airport,BOC
Alonso Valderrama Airport,CTD
Changuinola Captain Manuel Niño International Airport,CHX
Enrique Malek International Airport,DAV
Enrique Adolfo Jimenez Airport,ONX
Makini Airport,MPG
Panamá Pacífico International Airport,BLB
Mamitupu Airport,MPI
Jaqué Airport,JQE
Marcos A. Gelabert International Airport,PAC
Puerto Obaldía Airport,PUE
Capt. J. Montenegro Airport,PDM
Scarlett Martinez International Airport,RIH
Ruben Cantu Airport,SYP
Tocumen International Airport,PTY
Mapua(Mabua) Airport,MPU
El Porvenir Airport,PVE
San Blas Airport,NBL
Miyanmin Airport,MPX
Malam Airport,MQO
La Fortuna Arenal Airport,FON
Aerotortuguero Airport,TTQ
Buenos Aires Airport,BAI
Barra del Colorado Airport,BCL
Coto 47 Airport,OTR
Chacarita Airport,JAP
Playa Samara/Carrillo Airport,PLD
Drake Bay Airport,DRK
Flamingo Airport,FMG
Golfito Airport,GLF
Guapiles Airport,GPL
Islita Airport,PBP
Guanacaste Airport,LIR
Los Chiles Airport,LSL
Limon International Airport,LIO
Mojica Airport,CSC
Guanacaste Airport,NCT
Nosara Airport,NOB
Juan Santamaría International Airport,SJO
Puerto Jimenez Airport,PJM
Palmar Sur Airport,PMZ
Tobías Bolaños International Airport,SYQ
Quepos Managua Airport,XQP
Rio Frio / Progreso Airport,RFR
San Isidro del General Airport,IPZ
San Vito De Java Airport,TOO
Moroak Airport,MRT
Tamarindo Airport,TNO
Tambor Airport,TMU
Upala Airport,UPL
Marigot Seaplane Base,MSB
Monseñor Óscar Arnulfo Romero International Airport,SAL
Ilopango International Airport,ILS
Les Cayes Airport,CYA
Cap Haitien International Airport,CAP
Metro Field,MTX
Jacmel Airport,JAK
Jérémie Airport,JEE
Toussaint Louverture International Airport,PAP
Port-de-Paix Airport,PAX
Montepuez Airport,MTU
Gustavo Rizo Airport,BCA
Las Brujas Airport,BWW
Carlos Manuel de Cespedes Airport,BYM
Maximo Gomez Airport,AVI
Jardines Del Rey Airport,CCC
Jaime Gonzalez Airport,CFG
Vilo Acuña International Airport,CYO
Ignacio Agramonte International Airport,CMW
Antonio Maceo International Airport,SCU
Leeward Point Field,NBW
Mariana Grajales Airport,GAO
José Martí International Airport,HAV
Frank Pais International Airport,HOG
Kawama Airport,VRO
La Coloma Airport,LCL
Alfredo Noa Díaz Airport,UMA
Mayajigua Airport,MJG
Orestes Acosta Airport,MOA
Sierra Maestra International Airport,MZO
Nicaro Airport,ICR
Rafael Cabrera Airport,GER
Playa Baracoa Airport,UPB
Abel Santamaria Airport,SNU
San Julián Air Base,SNJ
Siguanea Airport,SZJ
Sancti Spiritus Airport,USS
Alberto Delgado Airport,TND
Juan Gualberto Gomez International Airport,VRA
Hermanos Ameijeiras Airport,VTU
Faresmaathoda Airport,FMT
Charles Kirkconnell International Airport,CYB
Edward Bodden Little Cayman Airfield,LYB
Owen Roberts International Airport,GCM
Motswari Airport,MWR
Mussau Airport,MWU
Punta Abreojos Airport,AJS
Apatzingán - Pablo L. Sidar Airport,AZG
Playa del Carmen Airport,PCM
Punta Chivato Airport,PCV
Salina Cruz Naval Air Station,SCX
San Ignacio Airport,SGM
Tulum Naval Air Station,TUY
San Luis Río Colorado Airport,UAC
Álamos Airport,XAL
Monticello Airport,MXC
Mindik Airport,MXK
Sungai Tekai Airport,GTK
Long Banga Airport,LBP
Long Lama Airport,LLM
Mostyn Airport,MZS
Sipitang Airport,SPT
Clarence A. Bain Airport,MAY
Andros Town Airport,ASD
Congo Town Airport,TZN
Leonard M Thompson International Airport,MHH
San Andros Airport,SAQ
Spring Point Airport,AXP
Treasure Cay Airport,TCB
Walkers Cay Airport,WKR
Chub Cay Airport,CCZ
Great Harbour Cay Airport,GHC
South Bimini Airport,BIM
Arthur's Town Airport,ATC
New Bight Airport,TBI
Cat Cay Airport,CXY
Colonel Hill Airport,CRI
Pitts Town Airport,PWN
Exuma International Airport,GGT
North Eleuthera Airport,ELH
Governor's Harbour Airport,GHB
Normans Cay Airport,NMC
Rock Sound Airport,RSD
Staniel Cay Airport,TYM
Grand Bahama International Airport,FPO
West End Airport,WTD
Inagua Airport,IGA
May Creek Airport,MYK
Deadman's Cay Airport,LGI
Stella Maris Airport,SML
Mayaguana Airport,MYG
Lynden Pindling International Airport,NAS
Duncan Town Airport,DCT
Rum Cay Airport,RCY
Moyale Airport,MYS
San Salvador Airport,ZSA
Menyamya Airport,MYX
Paradise Island Airport,NTC
Ibo Airport,IBO
Chokwé Airport,TGS
Philip S. W. Goldson International Airport,BZE
Manatee Airport,MZE
San Ignacio Town (Maya Flats) Airstrip,CYD
Ine Airport,IMI
Bagani Airport,BQI
Changbaishan Airport,NBS
Aitutaki Airport,AIT
Enua Airport,AIU
Mangaia Island Airport,MGS
Manihiki Island Airport,MHX
Mauke Airport,MUK
Mitiaro Island Airport,MOI
Pukapuka Island Airport,PZK
Tongareva Airport,PYE
Rarotonga International Airport,RAR
Namudi Airport,NDI
Nadunumu Airport,NDN
Browns Airport,EPG
Cicia Airport,ICI
Castaway Island Seaplane Base,CST
Nadi International Airport,NAN
Malolo Lailai Island Airport,PTF
Rabi Island Airport,RBI
Vunisea Airport,KDV
Mana Island Airport,MNF
Moala Airport,MFJ
Nausori International Airport,SUV
Levuka Airfield,LEV
Ngau Airport,NGI
Laucala Island Airport,LUC
Lakeba Island Airport,LKB
Labasa Airport,LBS
Matei Airport,TVU
Koro Island Airport,KXF
Rotuma Airport,RTA
Savusavu Airport,SVU
Wakaya Island Airport,KAY
Ono-i-Lau Airport,ONU
Yasawa Island Airport,YAS
Kaufana Airport,EUA
Fua'amotu International Airport,TBU
Lifuka Island Airport,HPA
Mata'aho Airport,NFO
Kuini Lavenia Airport,NTT
Vava'u International Airport,VAV
Turtle Island Seaplane Base,TTL
Vanua Balavu Airport,VBV
Vatulele Airport,VTF
Gombe Lawanti International Airport,GMO
Port Harcourt City Airport / Port Harcourt Air Force Base,PHG
Warri Airport,QRW
Abaiang Airport,ABF
Beru Airport,BEZ
Funafuti International Airport,FUN
Kuria Airport,KUC
Maiana Airport,MNK
Marakei Airport,MZK
Makin Island Airport,MTK
Nikunau Airport,NIG
Onotoa Airport,OOT
Bonriki International Airport,TRW
Abemama Airport,AEA
Tabiteuea North Airport,TBF
Tamana Island Airport,TMN
Nonouti Airport,NON
Arorae Island Airport,AIS
Tabiteuea South Airport,TSU
Butaritari Airport,BBG
Aranuka Airport,AAK
Niokolo-Koba Airport,NIK
Niue International Airport,IUE
Nenjiang Melgen Airport,NJJ
Sinak Airport,NKD
Ninglang Luguhu Airport,NLH
Pointe Vele Airport,FUT
Hihifo Airport,WLS
Industrial Airpark,HBB
Nangade Airport,NND
Nomad River Airport,NOM
Naoro Airport,NOO
Nipa Airport,NPG
Newry Airport,NRY
Ofu Airport,OFU
Asau Airport,AAU
Faleolo International Airport,APW
Fitiuta Airport,FTI
Maota Airport,MXS
Pago Pago International Airport,PPG
Faa'a International Airport,PPT
Rimatara Airport,RMT
Rurutu Airport,RUR
Tubuai Airport,TUB
Raivavae Airport,RVV
Anaa Airport,AAA
Fangatau Airport,FGU
Tikehau Airport,TIH
Apataki Airport,APK
Reao Airport,REA
Fakarava Airport,FAV
Hikueru Airport,HHZ
Manihi Airport,XMH
Totegegie Airport,GMR
Kaukura Airport,KKR
Makemo Airport,MKP
Napuka Island Airport,NAU
Tatakoto Airport,TKV
Puka Puka Airport,PKP
Pukaruha Airport,PUK
Takapoto Airport,TKP
Arutua Airport,AXR
Mataiva Airport,MVT
Nukutavake Airport,NUK
Tureia Airport,ZTA
Ahe Airport,AHE
Kauehi Airport,KHZ
Faaite Airport,FAC
Fakahina Airport,FHZ
Aratika Nord Airport,RKA
Takume Airport,TJN
Naiu Airport,NIU
Raroia Airport,RRR
Takaroa Airport,TKX
Katiu Airport,KXU
Nukutepipi Airport,NKP
Nuku Hiva Airport,NHV
Hiva Oa-Atuona Airport,AUQ
Ua Pou Airport,UAP
Ua Huka Airport,UAH
Bora Bora Airport,BOB
Tetiaroa Airport,TTI
Rangiroa Airport,RGI
Huahine-Fare Airport,HUH
Moorea Temae Airport,MOZ
Hao Airport,HOI
Maupiti Airport,MAU
Raiatea Airport,RFP
Tupai Airport,TPX
Moruroa Airport,UOA
Vahitahi Airport,VHZ
Castlereagh Lake Seaplane Base,NUF
Nuguria Airstrip,NUG
Yucca Airstrip,UCC
Mota Lava Airport,MTV
Sola Airport,SLH
Torres Airstrip,TOH
Siwo Airport,EAE
Craig Cove Airport,CCV
Longana Airport,LOD
Sara Airport,SSR
Tavie Airport,PBJ
Lamap Airport,LPM
Lamen Bay Airport,LNB
Maewo-Naone Airport,MWF
Lonorore Airport,LNE
Norsup Airport,NUS
Gaua Island Airport,ZGU
Redcliffe Airport,RCL
Santo Pekoa International Airport,SON
Tongoa Airport,TGH
Uléi Airport,ULB
Valesdir Airport,VLS
Walaha Airport,WLH
Southwest Bay Airport,SWJ
North West Santo Airport,OLJ
Aneityum Airport,AUY
Aniwa Airport,AWD
Dillon's Bay Airport,DLY
Futuna Airport,FTA
Ipota Airport,IPA
Bauerfield International Airport,VLI
Tanna Airport,TAH
Nowata Airport,NWT
Tiga Airport,TGJ
Île Art - Waala Airport,BMY
Koné Airport,KNQ
Île des Pins Airport,ILP
Nesson Airport,HLU
Koumac Airport,KOC
Lifou Airport,LIF
Nouméa Magenta Airport,GEA
Poum / Malabou Airport,PUV
Mueo Airport,PDC
Maré Airport,MEE
Touho Airport,TOU
Ouvéa Airport,UVE
La Tontouta International Airport,NOU
Fox Glacier Aerodrome,FGL
Auckland International Airport,AKL
Taupo Airport,TUO
Ardmore Airport,AMZ
Ashburton Aerodrome,ASG
Christchurch International Airport,CHC
Chatham Islands / Tuuta Airport,CHT
Coromandel Aerodrome,CMV
Dargaville Aerodrome,DGR
Dunedin International Airport,DUD
Franz Josef Aerodrome,WHO
Great Barrier Aerodrome,GBZ
Greymouth Airport,GMN
Gisborne Airport,GIS
Glentanner Airport,GTN
Hokitika Airfield,HKK
Hamilton International Airport,HLZ
Waiheke Reeve Airport,WIK
Kaikoura Airport,KBZ
Kerikeri Airport,KKE
Kaikohe Airport,KKO
Kaitaia Airport,KAT
Alexandra Aerodrome,ALR
Matamata Glider Airport,MTA
Mechanics Bay Heliport,MHB
Mount Cook Airport,MON
Milford Sound Airport,MFN
Motueka Airport,MZP
Manapouri Airport,TEU
Hood Airport,MRO
New Plymouth Airport,NPL
Hawke's Bay Airport,NPE
Nelson Airport,NSN
Invercargill Airport,IVC
RNZAF Base Ohakea,OHA
Oamaru Airport,OAM
Palmerston North Airport,PMR
Picton Aerodrome,PCN
Paraparaumu Airport,PPQ
Queenstown International Airport,ZQN
Raglan Aerodrome,RAG
Ryan's Creek Aerodrome,SZS
Rotorua Regional Airport,ROT
Tauranga Airport,TRG
Thames Aerodrome,TMZ
Takaka Airport,KTF
Tokoroa Airfield,TKZ
Taharoa Aerodrome,THH
Timaru Airport,TIU
Pukaki Airport,TWZ
Woodbourne Airport,BHE
Wanaka Airport,WKA
Whakatane Airport,WHK
Wellington International Airport,WLG
Wairoa Airport,WIR
Whangarei Airport,WRE
Westport Airport,WSZ
Whitianga Airport,WTZ
Wanganui Airport,WAG
Kneeland Airport,NLN
Benton Field,BZF
Shank Air Base,OAA
Bamyan Airport,BIN
Bost Airport,BST
Chaghcharan Airport,CCN
Sardeh Band Airport,SBF
Darwaz Airport,DAZ
Farah Airport,FAH
Fayzabad Airport,FBD
Gardez Airport,GRG
Khwahan Airport,KWH
Herat - Khwaja Abdullah Ansari International Airport,HEA
Bagram Airfield,OAI
Jalalabad Airport,JAA
Kabul International Airport,KBL
Ahmad Shah Baba International Airport / Kandahar Airfield,KDH
Maymana Zahiraddin Faryabi Airport,MMZ
Mazar-i-Sharif International Airport,MZR
Urgun Airport,URN
Qala-i-Naw Airport,LQN
Sharana Airstrip,OAS
Shindand Air Base,OAH
Sheghnan Airport,SGA
Tarinkot Airport,TII
Taleqan Airport,TQN
Kunduz Airport,UND
Camp Shorabak Airfield,OAZ
Zaranj Airport,ZAJ
Bahrain International Airport,BAH
Corisco International Airport,OCS
Abha International Airport,AHB
Al-Ahsa International Airport,HOF
King Saud Bin Abdulaziz (Al Baha) Airport,ABT
Bisha Airport,BHH
King Fahd International Airport,DMM
King Salman Abdulaziz Airport,DWD
King Abdulaziz Air Base,DHA
Jizan Regional Airport / King Abdullah bin Abdulaziz Airport,GIZ
